Date,High,Low,Open,Close,Volume,Adj Close,Year,Series,Ticker,TR1,TR2,TR3,TRmax,N1,N2,MavgB1,MavgS1,MavgB2,MavgS2,Trade,Unit,LastPrice,CurrentPrice,EntryPrice,ExitPrice,StopPrice,StopInd,N,Direction,StartPos,PNL,TxCost,EndPos,Return,RisktoEq%,PrevTradeLoser,PostCrisis,S1orS2
2017-09-19,0.18944799900054932,0.15248900651931763,0.15649400651454926,0.18916499614715576,2718640.0,0.18916499614715576,2017,0.20876831234791782,LINK-USD,0.03695899248123169,0.0,0.0,0.03695899248123169,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-20,0.20789200067520142,0.15529200434684753,0.18913200497627258,0.16967999935150146,2126270.0,0.16967999935150146,2017,-0.10300529798069236,LINK-USD,0.05259999632835388,0.018727004528045654,0.03387299180030823,0.05259999632835388,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-21,0.1816750019788742,0.13986900448799133,0.16982600092887878,0.1505029946565628,1423220.0,0.1505029946565628,2017,-0.11301865139221523,LINK-USD,0.041805997490882874,0.011995002627372742,0.029810994863510132,0.041805997490882874,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-22,0.15744000673294067,0.1262969970703125,0.14956200122833252,0.13112899661064148,1186670.0,0.13112899661064148,2017,-0.12872832258342382,LINK-USD,0.031143009662628174,0.006937012076377869,0.024205997586250305,0.031143009662628174,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-23,0.1902499943971634,0.13027499616146088,0.13110999763011932,0.17027799785137177,1025740.0,0.17027799785137177,2017,0.2985533501562174,LINK-USD,0.059974998235702515,0.05912099778652191,0.000854000449180603,0.059974998235702515,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-24,0.18263700604438782,0.1585800051689148,0.17063599824905396,0.18219800293445587,1021370.0,0.18219800293445587,2017,0.07000320201960886,LINK-USD,0.024057000875473022,0.012359008193016052,0.01169799268245697,0.024057000875473022,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-25,0.2231619954109192,0.18203899264335632,0.18203899264335632,0.19495800137519836,1319050.0,0.19495800137519836,2017,0.07003368991554093,LINK-USD,0.041123002767562866,0.04096399247646332,0.00015901029109954834,0.041123002767562866,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-26,0.2060990035533905,0.19425299763679504,0.1947370022535324,0.19458599388599396,1097010.0,0.19458599388599396,2017,-0.0019081416847748223,LINK-USD,0.011846005916595459,0.011141002178192139,0.0007050037384033203,0.011846005916595459,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-27,0.2838200032711029,0.19131000339984894,0.19337700307369232,0.2437949925661087,8113680.0,0.2437949925661087,2017,0.2528907538378422,LINK-USD,0.09250999987125397,0.08923400938510895,0.0032759904861450195,0.09250999987125397,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-28,0.33493098616600037,0.21442100405693054,0.24543699622154236,0.3084399998188019,8896430.0,0.3084399998188019,2017,0.2651613413887641,LINK-USD,0.12050998210906982,0.09113599359989166,0.02937398850917816,0.12050998210906982,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-29,0.47255799174308777,0.3000890016555786,0.31249698996543884,0.45136401057243347,23440700.0,0.45136401057243347,2017,0.4633770290416115,LINK-USD,0.17246899008750916,0.1641179919242859,0.008350998163223267,0.17246899008750916,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-09-30,0.451884001493454,0.3820340037345886,0.4515469968318939,0.4366469979286194,10005100.0,0.4366469979286194,2017,-0.032605640456689344,LINK-USD,0.06984999775886536,0.0005199909210205078,0.06933000683784485,0.06984999775886536,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-01,0.4402639865875244,0.3567669987678528,0.43766701221466064,0.3567669987678528,7101340.0,0.3567669987678528,2017,-0.18293953591735201,LINK-USD,0.08349698781967163,0.0036169886589050293,0.0798799991607666,0.08349698781967163,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-02,0.36725398898124695,0.29581698775291443,0.36725398898124695,0.345535010099411,8211990.0,0.345535010099411,2017,-0.031482700774547845,LINK-USD,0.07143700122833252,0.010486990213394165,0.060950011014938354,0.07143700122833252,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-03,0.3986949920654297,0.336883008480072,0.34318599104881287,0.39736101031303406,7604930.0,0.39736101031303406,2017,0.1499876964673208,LINK-USD,0.061811983585357666,0.05315998196601868,0.00865200161933899,0.061811983585357666,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-04,0.4179059863090515,0.378042995929718,0.3970299959182739,0.4065380096435547,6291110.0,0.4065380096435547,2017,0.023094866110016987,LINK-USD,0.039862990379333496,0.020544975996017456,0.01931801438331604,0.039862990379333496,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-05,0.4850499927997589,0.40434199571609497,0.4063189923763275,0.4757649898529053,12167500.0,0.4757649898529053,2017,0.17028415195432167,LINK-USD,0.08070799708366394,0.07851198315620422,0.002196013927459717,0.08070799708366394,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-06,0.47617098689079285,0.4237770140171051,0.472245991230011,0.4636569917201996,7408570.0,0.4636569917201996,2017,-0.025449535781204013,LINK-USD,0.052393972873687744,0.00040599703788757324,0.05198797583580017,0.052393972873687744,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-07,0.4734170138835907,0.3580789864063263,0.46248599886894226,0.39713698625564575,7203350.0,0.39713698625564575,2017,-0.14346813841361472,LINK-USD,0.1153380274772644,0.009760022163391113,0.10557800531387329,0.1153380274772644,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-08,0.4395599961280823,0.3571630120277405,0.40450599789619446,0.38058900833129883,6781680.0,0.38058900833129883,2017,-0.041668186285964914,LINK-USD,0.0823969841003418,0.04242300987243652,0.03997397422790527,0.0823969841003418,0.0671146959066391,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-09,0.4330599904060364,0.3602510094642639,0.3803989887237549,0.4074690043926239,7138890.0,0.4074690043926239,2017,0.07062735778729134,LINK-USD,0.07280898094177246,0.05247098207473755,0.020337998867034912,0.07280898094177246,0.06890719532966613,0.06739941015839576,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-10,0.4541110098361969,0.4087870121002197,0.41634601354599,0.4504629969596863,5477860.0,0.4504629969596863,2017,0.10551475597794124,LINK-USD,0.04532399773597717,0.046642005443573,0.0013180077075958252,0.046642005443573,0.0686092957854271,0.06779393583536147,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-11,0.4757649898529053,0.42302098870277405,0.4528859853744507,0.44401100277900696,8959280.0,0.44401100277900696,2017,-0.014323028138217397,LINK-USD,0.052744001150131226,0.025301992893218994,0.02744200825691223,0.052744001150131226,0.06915619596838951,0.06781603105366231,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-12,0.4737899899482727,0.41408199071884155,0.44163599610328674,0.4346030056476593,7521630.0,0.4346030056476593,2017,-0.021188657651419085,LINK-USD,0.05970799922943115,0.029778987169265747,0.029929012060165405,0.05970799922943115,0.07058444544672966,0.06868378613144159,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-13,0.4593679904937744,0.3892059922218323,0.43484801054000854,0.3918600082397461,4219350.0,0.3918600082397461,2017,-0.09834952094778138,LINK-USD,0.07016199827194214,0.024764984846115112,0.045397013425827026,0.07016199827194214,0.07109379544854164,0.07056332308799028,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-14,0.42369601130485535,0.3707199990749359,0.39113399386405945,0.41351601481437683,5135330.0,0.41351601481437683,2017,0.05526465094488864,LINK-USD,0.052976012229919434,0.03183600306510925,0.02114000916481018,0.052976012229919434,0.07253974601626396,0.07018790628761053,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-15,0.5277220010757446,0.3894979953765869,0.41552498936653137,0.4238069951534271,12123000.0,0.4238069951534271,2017,0.024886533943963007,LINK-USD,0.13822400569915771,0.1142059862613678,0.024018019437789917,0.13822400569915771,0.0773947961628437,0.07582395900040864,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-16,0.42238301038742065,0.35918301343917847,0.42238301038742065,0.40084800124168396,6321060.0,0.40084800124168396,2017,-0.05417323020690468,LINK-USD,0.06319999694824219,0.0014239847660064697,0.06462398171424866,0.06462398171424866,0.08003369495272636,0.07675625544041395,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-17,0.4027310013771057,0.3257899880409241,0.4027310013771057,0.36622899770736694,5336930.0,0.36622899770736694,2017,-0.08636441600576705,LINK-USD,0.07694101333618164,0.001883000135421753,0.07505801320075989,0.07694101333618164,0.07925524562597275,0.07987906087189912,0.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2017-10-18,0.37726500630378723,0.29392099380493164,0.3678080141544342,0.30000001192092896,5812480.0,0.30000001192092896,2017,-0.18084036545723736,LINK-USD,0.08334401249885559,0.011036008596420288,0.0723080039024353,0.08334401249885559,0.07739694714546204,0.07945968396961689,-1.0,-1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,
2017-10-19,0.32395198941230774,0.21626999974250793,0.298907995223999,0.22387400269508362,7715660.0,0.22387400269508362,2017,-0.2537533540028988,LINK-USD,0.1076819896697998,0.023951977491378784,0.08373001217842102,0.1076819896697998,0.07415759712457656,0.07891119927167892,-1.0,-1.0,0.0,-1.0,0.0,1.0,0.30000001192092896,0.22387400269508362,0.30000001192092896,0.22387400269508362,0.37945969589054585,1.0,0.07945968396961689,-1.0,12.584998455095434,3.193485568101766,0.12584998455095434,15.652634038646244,0.2537533540028988,0.0012569180143826247,1.0,0.0,1.0
2017-10-20,0.2662990093231201,0.2032269984483719,0.22343400120735168,0.2526809871196747,5154740.0,0.2526809871196747,2017,0.12867498717046733,LINK-USD,0.06307201087474823,0.0424250066280365,0.02064700424671173,0.06307201087474823,0.07381869778037072,0.07360331781208515,0.0,0.0,0.0,0.0,0.0,2.0,0.22387400269508362,0.2526809871196747,0.2602701699361205,0.2526809871196747,0.3027852019667625,1.0,0.07891119927167892,-1.0,28.23763249374168,0.8233773211552208,0.12584998455095434,28.935159830345945,0.029158865260311972,0.002815812062754218,1.0,0.0,1.0
2017-10-21,0.2859790027141571,0.24982599914073944,0.258186012506485,0.2646949887275696,4038780.0,0.2646949887275696,2017,0.0475461242448163,LINK-USD,0.036153003573417664,0.03329801559448242,0.0028549879789352417,0.036153003573417664,0.07145149856805802,0.07193541307002306,0.0,0.0,0.0,0.0,0.0,2.0,0.2526809871196747,0.2646949887275696,0.2526809871196747,0.2646949887275696,0.32628430493175986,1.0,0.07360331781208515,-1.0,28.935159830345945,-1.375754704337246,0.0,27.5594051260087,-0.0475461242448163,0.002885167704168847,1.0,0.0,1.0
2017-10-22,0.2768160104751587,0.22841200232505798,0.2638559937477112,0.24867500364780426,2972470.0,0.24867500364780426,2017,-0.06052243435652449,LINK-USD,0.04840400815010071,0.012121021747589111,0.0362829864025116,0.04840400815010071,0.07029984891414642,0.07029912404716016,0.0,0.0,0.0,0.0,0.0,2.0,0.2646949887275696,0.24867500364780426,0.2646949887275696,0.24867500364780426,0.3366304017975926,1.0,0.07193541307002306,-1.0,27.5594051260087,1.6679622876437261,0.0,29.227367413652424,0.0605224343565245,0.0027483661789049637,1.0,0.0,1.0
2017-10-23,0.29480600357055664,0.2361229956150055,0.2447649985551834,0.25445300340652466,3665750.0,0.25445300340652466,2017,0.02323514496416257,LINK-USD,0.05868300795555115,0.04613099992275238,0.012552008032798767,0.05868300795555115,0.0701434001326561,0.06971900686621665,0.0,0.0,0.0,0.0,0.0,2.0,0.24867500364780426,0.25445300340652466,0.24867500364780426,0.25445300340652466,0.3189741276949644,1.0,0.07029912404716016,-1.0,29.227367413652424,-0.6791021187770553,0.0,28.548265294875367,-0.02323514496416257,0.002914219245703431,1.0,0.0,1.0
2017-10-24,0.2577359974384308,0.2357719987630844,0.25525298714637756,0.2544350028038025,2161880.0,0.2544350028038025,2017,-7.074234723580819e-05,LINK-USD,0.021963998675346375,0.003282994031906128,0.018681004643440247,0.021963998675346375,0.06924845054745674,0.06773443005979062,0.0,0.0,0.0,0.0,0.0,2.0,0.25445300340652466,0.2544350028038025,0.25445300340652466,0.2544350028038025,0.32417201027274134,1.0,0.06971900686621665,-1.0,28.548265294875367,0.0020195712964700455,0.0,28.550284866171836,7.07423472358082e-05,0.00284669969567484,1.0,0.0,1.0
2017-10-25,0.25403299927711487,0.2241870015859604,0.25403299927711487,0.22704100608825684,1681240.0,0.22704100608825684,2017,-0.10766599097479312,LINK-USD,0.02984599769115448,0.00040200352668762207,0.030248001217842102,0.030248001217842102,0.06672545075416565,0.067298428080976,0.0,0.0,0.0,0.0,0.0,2.0,0.2544350028038025,0.22704100608825684,0.2544350028038025,0.22704100608825684,0.3221694328635931,1.0,0.06773443005979062,-1.0,28.550284866171836,3.0738947127290297,0.0,31.624179578900865,0.10766599097479312,0.002846900504578048,1.0,0.0,1.0
2017-10-26,0.23507800698280334,0.21973399817943573,0.22760100662708282,0.2246440052986145,1419580.0,0.2246440052986145,2017,-0.01055756768762095,LINK-USD,0.015344008803367615,0.008037000894546509,0.007307007908821106,0.015344008803367615,0.06487295255064965,0.06415637865662574,0.0,0.0,0.0,0.0,0.0,2.0,0.22704100608825684,0.2246440052986145,0.22704100608825684,0.2246440052986145,0.2943394341692328,1.0,0.067298428080976,-1.0,31.624179578900865,0.3338744164697261,0.0,31.95805399537059,0.01055756768762095,0.003152448597832974,1.0,0.0,1.0
