Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,TR1,TR2,TR3,TRmax,N1,N2,MavgB1,MavgS1,MavgB2,MavgS2,Trade,Unit,Date,LastPrice,CurrentPrice,EntryPrice,ExitPrice,StopPrice,StopInd,N,Direction,StartPos,PNL,TxCost,EndPos,Return,RisktoEq%,PrevTradeLoser,PostCrisis
2016-01-04,7.03,7.79,6.89,7.71,27000724.0,0.0,1.0,7.03,7.79,6.89,7.71,27000724.0,0.9000000000000004,0.0,0.0,0.9000000000000004,,0.0,0.0,0.0,0.0,0.0,,,2016-01-04,,,,,,,,,,,,,,,,
2016-01-05,7.65,7.835,7.44,7.65,24597884.0,0.0,1.0,7.65,7.835,7.44,7.65,24597884.0,0.3949999999999996,0.125,0.2699999999999996,0.3949999999999996,,0.0,0.0,0.0,0.0,0.0,,,2016-01-05,,,,,,,,,,,,,,,,
2016-01-06,7.36,7.38,6.36,6.69,29362121.0,0.0,1.0,7.36,7.38,6.36,6.69,29362121.0,1.0199999999999996,0.27000000000000046,1.29,1.29,,0.0,0.0,0.0,0.0,0.0,,,2016-01-06,,,,,,,,,,,,,,,,
2016-01-07,6.47,6.85,6.285,6.85,21613627.0,0.0,1.0,6.47,6.85,6.285,6.85,21613627.0,0.5649999999999995,0.15999999999999925,0.40500000000000025,0.5649999999999995,,0.0,0.0,0.0,0.0,0.0,,,2016-01-07,,,,,,,,,,,,,,,,
2016-01-08,6.83,7.13,6.52,6.95,16778557.0,0.0,1.0,6.83,7.13,6.52,6.95,16778557.0,0.6100000000000003,0.28000000000000025,0.33000000000000007,0.6100000000000003,,0.0,0.0,0.0,0.0,0.0,,,2016-01-08,,,,,,,,,,,,,,,,
2016-01-11,6.54,6.6297,6.33,6.54,19399854.0,0.0,1.0,6.54,6.6297,6.33,6.54,19399854.0,0.29969999999999963,0.3203000000000005,0.6200000000000001,0.6200000000000001,,0.0,0.0,0.0,0.0,0.0,,,2016-01-11,,,,,,,,,,,,,,,,
2016-01-12,6.56,6.63,5.56,5.94,27775768.0,0.0,1.0,6.56,6.63,5.56,5.94,27775768.0,1.0700000000000003,0.08999999999999986,0.9800000000000004,1.0700000000000003,,0.0,0.0,0.0,0.0,0.0,,,2016-01-12,,,,,,,,,,,,,,,,
2016-01-13,6.01,6.465,5.9,6.46,23079566.0,0.0,1.0,6.01,6.465,5.9,6.46,23079566.0,0.5649999999999995,0.5249999999999995,0.040000000000000036,0.5649999999999995,,0.0,0.0,0.0,0.0,0.0,,,2016-01-13,,,,,,,,,,,,,,,,
2016-01-14,6.51,6.85,6.435,6.63,24389785.0,0.0,1.0,6.51,6.85,6.435,6.63,24389785.0,0.41500000000000004,0.3899999999999997,0.025000000000000355,0.41500000000000004,,0.0,0.0,0.0,0.0,0.0,,,2016-01-14,,,,,,,,,,,,,,,,
2016-01-15,6.3,6.75,6.12,6.7,19346202.0,0.0,1.0,6.3,6.75,6.12,6.7,19346202.0,0.6299999999999999,0.1200000000000001,0.5099999999999998,0.6299999999999999,,0.0,0.0,0.0,0.0,0.0,,,2016-01-15,,,,,,,,,,,,,,,,
