Date,Open,High,Low,Close,Adj Close,Volume,Year,Series,Ticker,TR1,TR2,TR3,TRmax,N1,N2,MavgB1,MavgS1,MavgB2,MavgS2,Trade,Unit,LastPrice,CurrentPrice,EntryPrice,ExitPrice,StopPrice,StopInd,N,Direction,StartPos,PNL,TxCost,EndPos,Return,RisktoEq%,PrevTradeLoser,PostCrisis,S1orS2
2013-11-18,18.749643325805664,18.828214645385742,18.507143020629883,18.522499084472656,16.2385196685791,244944000,2013,-0.13392914273576773,AAPL,0.3210716247558594,0.0,0.0,0.3210716247558594,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-11-19,18.536785125732422,18.692142486572266,18.49892807006836,18.555356979370117,16.26732063293457,208938800,2013,0.001773620067794468,AAPL,0.19321441650390625,0.16964340209960938,0.023571014404296875,0.19321441650390625,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-11-20,18.543928146362305,18.586429595947266,18.368928909301758,18.39285659790039,16.124866485595703,193916800,2013,-0.00875707503117984,AAPL,0.2175006866455078,0.031072616577148438,0.18642807006835938,0.2175006866455078,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-11-21,18.485713958740234,18.614643096923828,18.34535789489746,18.61214256286621,16.31711196899414,262026800,2013,0.011922299237030476,AAPL,0.2692852020263672,0.2217864990234375,0.04749870300292969,0.2692852020263672,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-11-22,18.554285049438477,18.648571014404297,18.51892852783203,18.564285278320312,16.2751522064209,223725600,2013,-0.002571518946059448,AAPL,0.12964248657226562,0.03642845153808594,0.09321403503417969,0.12964248657226562,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-11-25,18.60785675048828,18.781070709228516,18.60714340209961,18.704999923706055,16.398521423339844,229311600,2013,0.007580218934620575,AAPL,0.17392730712890625,0.21678543090820312,0.042858123779296875,0.21678543090820312,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-11-26,18.718570709228516,19.147857666015625,18.71428680419922,19.049999237060547,16.700973510742188,401382800,2013,0.01844386329683756,AAPL,0.43357086181640625,0.4428577423095703,0.009286880493164062,0.4428577423095703,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-11-27,19.153928756713867,19.5,19.049999237060547,19.498571395874023,17.0942325592041,363448400,2013,0.023547073361260384,AAPL,0.4500007629394531,0.4500007629394531,0.0,0.4500007629394531,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-11-29,19.624286651611328,19.940357208251953,19.56464385986328,19.859643936157227,17.410781860351562,318127600,2013,0.0185179007042946,AAPL,0.3757133483886719,0.4417858123779297,0.06607246398925781,0.4417858123779297,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-02,19.928571701049805,20.15464210510254,19.672143936157227,19.686786651611328,17.25923728942871,472544800,2013,-0.008704064650189802,AAPL,0.4824981689453125,0.2949981689453125,0.1875,0.4824981689453125,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-03,19.939285278320312,20.22785758972168,19.917142868041992,20.2257137298584,17.731714248657227,450968000,2013,0.02737530930859311,AAPL,0.3107147216796875,0.5410709381103516,0.23035621643066406,0.5410709381103516,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-04,20.196428298950195,20.328214645385742,20.029285430908203,20.178571701049805,17.69038200378418,377809600,2013,-0.0023309785107876735,AAPL,0.29892921447753906,0.10250091552734375,0.1964282989501953,0.29892921447753906,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-05,20.451786041259766,20.540714263916016,20.22892951965332,20.282142639160156,17.78118133544922,447580000,2013,0.005132694796845971,AAPL,0.3117847442626953,0.36214256286621094,0.050357818603515625,0.36214256286621094,,,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-06,20.206785202026367,20.241071701049805,19.984643936157227,20.000713348388672,17.534460067749023,344352400,2013,-0.013875414858309898,AAPL,0.2564277648925781,0.04107093811035156,0.2974987030029297,0.2974987030029297,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-09,20.032142639160156,20.34214210510254,20.032142639160156,20.229642868041992,17.735157012939453,320493600,2013,0.011445858293610556,AAPL,0.3099994659423828,0.3414287567138672,0.031429290771484375,0.3414287567138672,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-10,20.127857208251953,20.281429290771484,20.042856216430664,20.198213577270508,17.707597732543945,278269600,2013,-0.0015539349539110958,AAPL,0.2385730743408203,0.05178642272949219,0.18678665161132812,0.2385730743408203,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-11,20.25,20.391786575317383,19.988929748535156,20.04857063293457,17.576417922973633,359718800,2013,-0.0074081087424536785,AAPL,0.40285682678222656,0.193572998046875,0.20928382873535156,0.40285682678222656,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-12,20.07642936706543,20.19071388244629,20.00107192993164,20.019285202026367,17.55073356628418,262290000,2013,-0.0014612964258139405,AAPL,0.18964195251464844,0.14214324951171875,0.04749870300292969,0.18964195251464844,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-13,20.10178565979004,20.10285758972168,19.773929595947266,19.801071166992188,17.359434127807617,332822000,2013,-0.01089979730784918,AAPL,0.32892799377441406,0.0835723876953125,0.24535560607910156,0.32892799377441406,,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-16,19.8221435546875,20.09428596496582,19.821786880493164,19.91071319580078,17.455554962158203,282592800,2013,0.005537094910058826,AAPL,0.27249908447265625,0.2932147979736328,0.020715713500976562,0.2932147979736328,0.32294635772705077,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-17,19.850357055664062,19.979999542236328,19.76357078552246,19.82107162475586,17.376968383789062,229902400,2013,-0.004502095667511474,AAPL,0.2164287567138672,0.06928634643554688,0.1471424102783203,0.2164287567138672,0.31771421432495117,0.3176204776763916,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-18,19.632143020629883,19.694643020629883,19.242856979370117,19.67035675048828,17.244836807250977,565863200,2013,-0.007603833627351841,AAPL,0.4517860412597656,0.12642860412597656,0.5782146453857422,0.5782146453857422,0.33696422576904295,0.3307392358779907,0.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-19,19.625,19.64285659790039,19.418928146362305,19.44499969482422,17.047266006469727,320308800,2013,-0.011456808956184283,AAPL,0.22392845153808594,0.027500152587890625,0.25142860412597656,0.25142860412597656,0.33866062164306643,0.3326874446868896,0.0,-1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-20,19.479642868041992,19.70035743713379,19.457857131958008,19.60785675048828,17.19004249572754,436413600,2013,0.00837533063680862,AAPL,0.24250030517578125,0.2553577423095703,0.012857437133789062,0.2553577423095703,0.3379642486572266,0.33449547767639165,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2013-12-23,20.28571319580078,20.382856369018555,20.09857177734375,20.3603572845459,17.849754333496094,501306400,2013,0.03837755711962432,AAPL,0.2842845916748047,0.7749996185302734,0.49071502685546875,0.7749996185302734,0.37023210525512695,0.3598160171508789,1.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,,,
2013-12-24,20.353214263916016,20.424285888671875,20.215356826782227,20.273929595947266,17.77398109436035,167554800,2013,-0.004245057815364439,AAPL,0.20892906188964844,0.06392860412597656,0.14500045776367188,0.20892906188964844,0.3698392868041992,0.36216695308685304,0.0,0.0,0.0,0.0,0.0,1.0,20.3603572845459,20.273929595947266,20.3603572845459,20.273929595947266,20.00054126739502,1.0,0.3598160171508789,1.0,2.7791981244144495,-0.011797419205070518,0.027791981244144497,2.7396087239652345,-0.004244900391027762,0.0002778425944796989,1.0,0.0,1.0
2013-12-26,20.28928565979004,20.33928680419922,20.12071418762207,20.139286041259766,17.65594482421875,204008000,2013,-0.006640958461413771,AAPL,0.21857261657714844,0.06535720825195312,0.1532154083251953,0.21857261657714844,0.3586250305175781,0.3622759532928467,0.0,0.0,0.0,0.0,0.0,1.0,20.273929595947266,20.139286041259766,20.273929595947266,20.139286041259766,19.911762642860413,1.0,0.36216695308685304,1.0,2.7396087239652345,-0.01819433451723648,0.0,2.721414389447998,-0.006641216447472287,0.0002738858383933002,1.0,0.0,1.0
2013-12-27,20.136428833007812,20.157499313354492,19.98214340209961,20.00321388244629,17.53664779663086,225884400,2013,-0.006756762596145549,AAPL,0.1753559112548828,0.018213272094726562,0.15714263916015625,0.1753559112548828,0.3448927879333496,0.3494615745544433,0.0,0.0,0.0,0.0,0.0,1.0,20.139286041259766,20.00321388244629,20.139286041259766,20.00321388244629,19.777010087966918,1.0,0.3622759532928467,1.0,2.721414389447998,-0.018387381272582947,0.0,2.703027008175415,-0.006756553262846743,0.00027206739813158236,1.0,0.0,1.0
2013-12-30,19.909286499023438,20.00321388244629,19.7257137298584,19.804285049438477,17.36225128173828,253629600,2013,-0.009944689367946569,AAPL,0.2775001525878906,0.0,0.2775001525878906,0.2775001525878906,0.33667850494384766,0.34152315616607665,0.0,0.0,0.0,0.0,0.0,1.0,20.00321388244629,19.804285049438477,20.00321388244629,19.804285049438477,19.653752307891846,1.0,0.3494615745544433,1.0,2.703027008175415,-0.026881180768496243,0.0,2.676145827406919,-0.009944843572481155,0.0002702296570114103,1.0,0.0,1.0
2013-12-31,19.791786193847656,20.045713424682617,19.78571319580078,20.036428451538086,17.565765380859375,223084400,2013,0.011721642304252988,AAPL,0.26000022888183594,0.24142837524414062,0.018571853637695312,0.26000022888183594,0.32555360794067384,0.33284459114074705,0.0,0.0,0.0,0.0,0.0,1.0,19.804285049438477,20.036428451538086,19.804285049438477,20.036428451538086,19.4627618932724,1.0,0.34152315616607665,1.0,2.676145827406919,0.03136945339546737,0.0,2.7075152808023866,0.011721877438145121,0.00026754298433657347,1.0,0.0,1.0
2014-01-02,19.845714569091797,19.89392852783203,19.71500015258789,19.754642486572266,17.318729400634766,234684800,2014,-0.014063490822540103,AAPL,0.17892837524414062,0.1424999237060547,0.3214282989501953,0.3214282989501953,0.314571475982666,0.3253473424911499,0.0,0.0,0.0,0.0,0.0,1.0,20.036428451538086,19.754642486572266,20.036428451538086,19.754642486572266,19.703583860397337,1.0,0.33284459114074705,1.0,2.7075152808023866,-0.038077634839258884,0.0,2.6694376459631277,-0.014063682339762964,0.00027067824153272557,1.0,0.0,1.0
2014-01-03,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.938318252563477,392467600,2014,-0.021965303531871427,AAPL,0.47392845153808594,0.020357131958007812,0.4535713195800781,0.47392845153808594,0.32332143783569334,0.322539324760437,-1.0,-1.0,0.0,-1.0,0.0,1.0,19.754642486572266,19.320714950561523,19.754642486572266,19.429295144081117,19.429295144081117,1.0,0.3253473424911499,1.0,2.6694376459631277,-0.0439640679222756,0.027791981244144497,2.5976815967967077,-0.01646941182116035,0.00026687252463991807,1.0,0.0,1.0
2014-01-06,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,17.030677795410156,412610800,2014,0.005452698518797927,AAPL,0.47142791748046875,0.207855224609375,0.26357269287109375,0.47142791748046875,0.32878570556640624,0.3307267618179321,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2014-01-07,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,16.90887451171875,317209200,2014,-0.007151992724812928,AAPL,0.2871417999267578,0.07250022888183594,0.21464157104492188,0.2871417999267578,0.32826786041259765,0.32670351028442385,-1.0,-1.0,0.0,-1.0,,,,,,,,,,,,,,,,,,,
2014-01-08,19.243213653564453,19.484285354614258,19.238929748535156,19.409286499023438,17.01595115661621,258529600,2014,0.006332570794304049,AAPL,0.24535560607910156,0.1971416473388672,0.048213958740234375,0.24535560607910156,0.32346420288085936,0.32412224769592285,0.0,0.0,0.0,0.0,2.0,1.0,19.28714370727539,19.409286499023438,19.28714370727539,19.409286499023438,19.613847217559815,1.0,0.32670351028442385,-1.0,3.06087926367676,-0.01938412157566666,0.0306087926367676,3.0108863494643257,-0.006332860562550335,0.00030599426521755514,1.0,0.0,1.0
2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,19.161428451538086,16.79865837097168,279148800,2014,-0.012769946484010863,AAPL,0.41107177734375,0.12142753601074219,0.2896442413330078,0.41107177734375,0.33208913803100587,0.3278445816040039,-1.0,-1.0,0.0,-1.0,2.0,1.0,19.409286499023438,19.161428451538086,19.409286499023438,19.161428451538086,19.73340874671936,1.0,0.32412224769592285,-1.0,3.0108863494643257,0.03844924499497037,0.0,3.049335594459296,0.01277007516468065,0.0003009980078671223,1.0,0.0,1.0
2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,16.686567306518555,304976000,2014,-0.006672620037729948,AAPL,0.3460712432861328,0.15285682678222656,0.19321441650390625,0.3460712432861328,0.32924985885620117,0.3327882432937622,-1.0,-1.0,0.0,-1.0,2.0,1.0,19.161428451538086,19.033571243286133,19.161428451538086,19.033571243286133,19.48927303314209,1.0,0.3278445816040039,-1.0,3.049335594459296,0.020347101841438082,0.0,3.069682696300734,0.006672634484183759,0.0003048406033156969,1.0,0.0,1.0
2014-01-13,18.925357818603516,19.375,18.924285888671875,19.133214950561523,16.773929595947266,378492800,2014,0.005235485994449229,AAPL,0.450714111328125,0.3414287567138672,0.10928535461425781,0.450714111328125,0.342303466796875,0.33532307147979734,0.0,0.0,0.0,0.0,2.0,2.0,19.033571243286133,19.133214950561523,19.12379195213318,19.133214950561523,19.366359486579896,1.0,0.3327882432937622,-1.0,6.130561959977494,-0.0030207542446782534,0.0306087926367676,6.096932413096048,-0.000492736924347037,0.0006126805883668835,1.0,0.0,1.0
2014-01-14,19.222143173217773,19.526071548461914,19.2021427154541,19.51392936706543,17.107698440551758,332561600,2014,0.019898071152339547,AAPL,0.3239288330078125,0.3928565979003906,0.06892776489257812,0.3928565979003906,0.34549989700317385,0.3448311233520508,0.0,0.0,0.0,0.0,2.0,2.0,19.133214950561523,19.51392936706543,19.133214950561523,19.468538022041322,19.468538022041322,1.0,0.33532307147979734,-1.0,6.096932413096048,-0.10685303586703801,0.0306087926367676,5.959470584592242,-0.01752570450633839,0.0006093217419617477,1.0,0.0,1.0
2014-01-15,19.768571853637695,20.007143020629883,19.7021427154541,19.90571403503418,17.451171875,391638800,2014,0.02007712701049713,AAPL,0.30500030517578125,0.4932136535644531,0.18821334838867188,0.4932136535644531,0.3554998397827148,0.35288558483123783,0.0,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,17.353797912597656,229278000,2014,-0.005579795047565783,AAPL,0.1846446990966797,0.018213272094726562,0.20285797119140625,0.20285797119140625,0.3548213005065918,0.3478677463531494,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2014-01-17,19.695714950561523,19.716785430908203,19.282142639160156,19.309642791748047,16.92860221862793,426739600,2014,-0.024501593029446544,AAPL,0.4346427917480469,0.07785797119140625,0.5125007629394531,0.5125007629394531,0.35153560638427733,0.36270527362823485,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,17.191608428955078,328526800,2014,0.015536203576083762,AAPL,0.34464263916015625,0.33571434020996094,0.008928298950195312,0.34464263916015625,0.35619630813598635,0.3511909580230713,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2014-01-22,19.675357818603516,19.903213500976562,19.56464385986328,19.696786880493164,17.26800537109375,379985200,2014,0.004443850757442691,AAPL,0.33856964111328125,0.29356956481933594,0.04500007629394531,0.33856964111328125,0.36035690307617185,0.3553149747848511,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2014-01-23,19.640714645385742,19.875,19.457500457763672,19.863571166992188,17.414222717285156,403239200,2014,0.008467529575602928,AAPL,0.4174995422363281,0.17821311950683594,0.2392864227294922,0.4174995422363281,0.3424818992614746,0.36321403503417965,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
2014-01-24,19.78571319580078,19.843570709228516,19.45535659790039,19.502500534057617,17.09767723083496,429354800,2014,-0.018177411164955193,AAPL,0.388214111328125,0.020000457763671875,0.4082145690917969,0.4082145690917969,0.352446174621582,0.34576853275299074,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
