Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,TR1,TR2,TR3,TRmax,N1,N2,MavgB1,MavgS1,MavgB2,MavgS2,Trade,Unit,Date,LastPrice,CurrentPrice,EntryPrice,ExitPrice,StopPrice,StopInd,N,Direction,StartPos,PNL,TxCost,EndPos,Return,RisktoEq%,PrevTradeLoser,PostCrisis
2016-01-04,25.52,26.59,25.32,26.24,10970188.0,0.0,1.0,24.80270531401,25.84263065437,24.608326745718,25.502468159859,10970188.0,1.2699999999999996,0.0,0.0,1.2699999999999996,,0.0,0.0,0.0,0.0,0.0,,,2016-01-04,,,,,,,,,,,,,,,,
2016-01-05,26.41,26.68,25.91,26.33,11995388.0,0.0,1.0,25.667689942907,25.930101010101,25.181743522178,25.589938515591,11995388.0,0.7699999999999996,0.4400000000000013,0.3299999999999983,0.7699999999999996,,0.0,0.0,0.0,0.0,0.0,,,2016-01-05,,,,,,,,,,,,,,,,
2016-01-06,25.54,25.74,22.9,22.9,16695586.0,0.0,1.0,24.822143170839,25.01652173913,22.25634606939,22.25634606939,16695586.0,2.84,0.5899999999999999,3.4299999999999997,3.4299999999999997,,0.0,0.0,0.0,0.0,0.0,,,2016-01-06,,,,,,,,,,,,,,,,
2016-01-07,22.21,22.8,20.6,20.61,12548917.0,0.0,1.0,21.585740008783,22.159156785244,20.020992534036,20.030711462451,12548917.0,2.1999999999999993,0.09999999999999787,2.299999999999997,2.299999999999997,,0.0,0.0,0.0,0.0,0.0,,,2016-01-07,,,,,,,,,,,,,,,,
2016-01-08,21.06,21.2276,19.47,20.31,17527928.0,0.0,1.0,20.468063241107,20.630952481335,18.922753623188,19.739143610013,17527928.0,1.7576,0.6175999999999995,1.1400000000000006,1.7576,,0.0,0.0,0.0,0.0,0.0,,,2016-01-08,,,,,,,,,,,,,,,,
2016-01-11,20.31,20.49,18.31,18.69,17667917.0,0.0,1.0,19.739143610013,19.914084321476,17.795357927097,18.164677206851,17667917.0,2.1799999999999997,0.17999999999999972,2.0,2.1799999999999997,,0.0,0.0,0.0,0.0,0.0,,,2016-01-11,,,,,,,,,,,,,,,,
2016-01-12,18.93,19.2199,15.19,16.54,49484291.0,0.0,1.0,18.397931488801,18.67968322354,14.763052261748,16.075107597716,49484291.0,4.0299,0.5298999999999978,3.5000000000000018,4.0299,,0.0,0.0,0.0,0.0,0.0,,,2016-01-12,,,,,,,,,,,,,,,,
2016-01-13,16.48,16.54,12.77,13.61,51996447.0,0.0,1.0,16.016794027229,16.075107597716,12.411071585419,13.227461572244,51996447.0,3.7699999999999996,0.0,3.7699999999999996,3.7699999999999996,,0.0,0.0,0.0,0.0,0.0,,,2016-01-13,,,,,,,,,,,,,,,,
2016-01-14,13.42,18.44,13.2401,18.29,42498630.0,0.0,1.0,13.042801932367,17.921703996487,12.867958410189,17.775920070268,42498630.0,5.199900000000001,4.830000000000002,0.36989999999999945,5.199900000000001,,0.0,0.0,0.0,0.0,0.0,,,2016-01-14,,,,,,,,,,,,,,,,
2016-01-15,15.78,18.0,15.62,16.1,23931739.0,0.0,1.0,15.336469038208,17.494071146245,15.180966183575,15.647474747475,23931739.0,2.380000000000001,0.28999999999999915,2.67,2.67,,0.0,0.0,0.0,0.0,0.0,,,2016-01-15,,,,,,,,,,,,,,,,
