Date,Open,High,Low,Close,Volume,Ex-Dividend,Split Ratio,Adj. Open,Adj. High,Adj. Low,Adj. Close,Adj. Volume,TR1,TR2,TR3,TRmax,N1,N2,MavgB1,MavgS1,MavgB2,MavgS2,Trade,Unit,Date,LastPrice,CurrentPrice,EntryPrice,ExitPrice,StopPrice,StopInd,N,Direction,StartPos,PNL,TxCost,EndPos,Return,RisktoEq%,PrevTradeLoser,PostCrisis,S1orS2
2016-01-04,29.84,31.08,29.76,30.65,6330855.0,0.0,1.0,28.677555562675,29.869250230829,28.600672035697,29.456001273324,6330855.0,1.3199999999999967,0.0,0.0,1.3199999999999967,,0.0,0.0,0.0,0.0,0.0,,,2016-01-04,,,,,,,,,,,,,,,,,
2016-01-05,30.72,31.2,30.49,31.15,4731184.0,0.0,1.0,29.52327435943,29.984575521296,29.302234219369,29.936523316935,4731184.0,0.7100000000000009,0.5500000000000007,0.16000000000000014,0.7100000000000009,,0.0,0.0,0.0,0.0,0.0,,,2016-01-05,,,,,,,,,,,,,,,,,
2016-01-06,30.53,30.73,29.74,29.95,8338209.0,0.0,1.0,29.340675982858,29.532884800302,28.581451153953,28.783270412269,8338209.0,0.990000000000002,0.41999999999999815,1.4100000000000001,1.4100000000000001,,0.0,0.0,0.0,0.0,0.0,,,2016-01-06,,,,,,,,,,,,,,,,,
2016-01-07,29.56,30.67,29.38,30.23,5961929.0,0.0,1.0,28.408463218253,29.475222155068,28.235475282553,29.052362756691,5961929.0,1.2900000000000027,0.7200000000000024,0.5700000000000003,1.2900000000000027,,0.0,0.0,0.0,0.0,0.0,,,2016-01-07,,,,,,,,,,,,,,,,,
2016-01-08,29.74,29.78,28.64,28.95,7060975.0,0.0,1.0,28.581451153953,28.619892917442,27.52430265801,27.822226325048,7060975.0,1.1400000000000006,0.4499999999999993,1.5899999999999999,1.5899999999999999,,0.0,0.0,0.0,0.0,0.0,,,2016-01-08,,,,,,,,,,,,,,,,,
2016-01-11,29.08,29.59,28.97,29.43,5831043.0,0.0,1.0,27.947162056387,28.43729454087,27.841447206793,28.283527486914,5831043.0,0.620000000000001,0.6400000000000006,0.019999999999999574,0.6400000000000006,,0.0,0.0,0.0,0.0,0.0,,,2016-01-11,,,,,,,,,,,,,,,,,
2016-01-12,29.61,30.33,29.39,30.13,4747195.0,0.0,1.0,28.456515422614,29.148467165413,28.245085723426,28.956258347969,4747195.0,0.9399999999999977,0.8999999999999986,0.03999999999999915,0.9399999999999977,,0.0,0.0,0.0,0.0,0.0,,,2016-01-12,,,,,,,,,,,,,,,,,
2016-01-13,30.15,30.32,29.09,29.26,5999680.0,0.0,1.0,28.975479229714,29.138856724541,27.956772497259,28.120149992087,5999680.0,1.2300000000000004,0.19000000000000128,1.0399999999999991,1.2300000000000004,,0.0,0.0,0.0,0.0,0.0,,,2016-01-13,,,,,,,,,,,,,,,,,
2016-01-14,27.08,27.24,25.61,26.43,20079923.0,0.0,1.0,26.025073881945,26.1788409359,24.61233907373,25.400395225251,20079923.0,1.629999999999999,2.020000000000003,3.650000000000002,3.650000000000002,,0.0,0.0,0.0,0.0,0.0,,,2016-01-14,,,,,,,,,,,,,,,,,
2016-01-15,25.35,27.36,25.31,27.11,14996838.0,0.0,1.0,24.362467611053,26.294166226367,24.324025847564,26.053905204562,14996838.0,2.0500000000000007,0.9299999999999997,1.120000000000001,2.0500000000000007,,0.0,0.0,0.0,0.0,0.0,,,2016-01-15,,,,,,,,,,,,,,,,,
2016-01-19,27.05,27.1,25.4,25.87,10105201.0,0.0,1.0,25.996242559328,26.044294763689,24.410519815414,24.862210536408,10105201.0,1.7000000000000028,0.00999999999999801,1.7100000000000009,1.7100000000000009,,0.0,0.0,-1.0,0.0,0.0,,,2016-01-19,,,,,,,,,,,,,,,,,
2016-01-20,25.7,26.9,25.42,26.53,7752169.0,0.0,1.0,24.69883304158,25.852085946245,24.429740697158,25.496499633973,7752169.0,1.4799999999999969,1.0299999999999976,0.4499999999999993,1.4799999999999969,,0.0,0.0,0.0,0.0,0.0,,,2016-01-20,,,,,,,,,,,,,,,,,
2016-01-21,26.61,27.69,26.46,27.28,6299883.0,0.0,1.0,25.573383160951,26.61131077515,25.429226547868,26.217282699389,6299883.0,1.2300000000000004,1.1600000000000001,0.07000000000000028,1.2300000000000004,,0.0,0.0,0.0,0.0,0.0,,,2016-01-21,,,,,,,,,,,,,,,,,
2016-01-22,27.68,28.0,27.07,27.27,4377094.0,0.0,1.0,26.601700334278,26.909234442188,26.015463441073,26.207672258517,4377094.0,0.9299999999999997,0.7199999999999989,0.21000000000000085,0.9299999999999997,,0.0,0.0,0.0,0.0,0.0,,,2016-01-22,,,,,,,,,,,,,,,,,
2016-01-25,27.2,27.43,26.915,27.07,5635980.0,0.0,1.0,26.140399172412,26.361439312472,25.866501607554,26.015463441073,5635980.0,0.5150000000000006,0.16000000000000014,0.3550000000000004,0.5150000000000006,,0.0,0.0,0.0,0.0,0.0,,,2016-01-25,,,,,,,,,,,,,,,,,
2016-01-26,27.14,28.13,27.0201,28.04,4160465.0,0.0,1.0,26.082736527178,27.034170173527,25.96750734112,26.947676205677,4160465.0,1.1098999999999997,1.0599999999999987,0.049900000000000944,1.1098999999999997,,0.0,0.0,0.0,0.0,0.0,,,2016-01-26,,,,,,,,,,,,,,,,,
2016-01-27,27.96,28.43,27.2,27.27,5592784.0,0.0,1.0,26.8707926787,27.322483399693,26.140399172412,26.207672258517,5592784.0,1.2300000000000004,0.39000000000000057,0.8399999999999999,1.2300000000000004,,0.0,0.0,0.0,0.0,0.0,,,2016-01-27,,,,,,,,,,,,,,,,,
2016-01-28,27.34,27.56,26.9,26.97,5482909.0,0.0,1.0,26.274945344623,26.486375043811,25.852085946245,25.919359032351,5482909.0,0.6600000000000001,0.28999999999999915,0.370000000000001,0.6600000000000001,,0.0,0.0,0.0,0.0,0.0,,,2016-01-28,,,,,,,,,,,,,,,,,
2016-01-29,27.2,28.14,27.17,27.93,5768939.0,0.0,1.0,26.140399172412,27.043780614399,26.111567849795,26.841961356083,5768939.0,0.9699999999999989,1.1700000000000017,0.20000000000000284,1.1700000000000017,,0.0,0.0,0.0,0.0,0.0,,,2016-01-29,,,,,,,,,,,,,,,,,
2016-02-01,27.84,28.7,27.66,28.57,4606797.0,0.0,1.0,26.755467388233,27.581965303243,26.582479452533,27.457029571904,4606797.0,1.0399999999999991,0.7699999999999996,0.2699999999999996,1.0399999999999991,1.295245,0.0,0.0,1.0,0.0,0.0,,,2016-02-01,,,,,,,,,,,,,,,,,
2016-02-02,28.43,28.64,27.92,28.31,3986142.0,0.0,1.0,27.322483399693,27.52430265801,26.832350915211,27.207158109227,3986142.0,0.7199999999999989,0.07000000000000028,0.6499999999999986,0.7199999999999989,1.2652450000000002,0.0,0.0,0.0,0.0,0.0,,,2016-02-02,,,,,,,,,,,,,,,,,
2016-02-03,28.29,28.45,27.51,28.33,3926168.0,0.0,1.0,27.187937227482,27.341704281438,26.43832283945,27.226378990971,3926168.0,0.9399999999999977,0.14000000000000057,0.7999999999999972,0.9399999999999977,1.276745,1.2489827500000001,0.0,0.0,0.0,0.0,,,2016-02-03,,,,,,,,,,,,,,,,,
2016-02-04,27.82,28.53,27.5,28.36,4838127.0,0.0,1.0,26.736246506489,27.418587808416,26.428712398578,27.255210313588,4838127.0,1.0300000000000011,0.20000000000000284,0.8299999999999983,1.0300000000000011,1.2577450000000001,1.2644077500000002,0.0,0.0,0.0,0.0,,,2016-02-04,,,,,,,,,,,,,,,,,
2016-02-05,28.28,28.655,27.77,28.2,4402364.0,0.0,1.0,27.17832678661,27.538718319318,26.688194302128,27.101443259633,4402364.0,0.8850000000000016,0.2950000000000017,0.5899999999999999,0.8850000000000016,1.237495,1.23910775,0.0,0.0,0.0,0.0,,,2016-02-05,,,,,,,,,,,,,,,,,
2016-02-08,27.98,28.83,27.95,28.62,6475622.0,0.0,1.0,26.890013560444,27.706901034582,26.861182237827,27.505081776265,6475622.0,0.879999999999999,0.629999999999999,0.25,0.879999999999999,1.201995,1.21962025,0.0,1.0,0.0,0.0,,,2016-02-08,,,,,,,,,,,,,,,,,
2016-02-09,28.48,28.83,27.51,27.92,5118551.0,0.0,1.0,27.370535604054,27.706901034582,26.43832283945,26.832350915211,5118551.0,1.3199999999999967,0.2099999999999973,1.1099999999999994,1.3199999999999967,1.2359949999999997,1.2078952499999998,0.0,0.0,0.0,0.0,,,2016-02-09,,,,,,,,,,,,,,,,,
2016-02-10,27.94,28.198,27.2,27.3,6399015.0,0.0,1.0,26.851571796955,27.099521171458,26.140399172412,26.236503581134,6399015.0,0.9980000000000011,0.2779999999999987,0.7200000000000024,0.9980000000000011,1.2388949999999999,1.22409525,0.0,0.0,0.0,0.0,,,2016-02-10,,,,,,,,,,,,,,,,,
2016-02-11,26.97,27.4,26.72,26.93,6627541.0,0.0,1.0,25.919359032351,26.332607989856,25.679098010545,25.880917268862,6627541.0,0.6799999999999997,0.09999999999999787,0.5800000000000018,0.6799999999999997,1.211395,1.2109502499999998,0.0,-1.0,0.0,0.0,,,2016-02-11,,,,,,,,,,,,,,,,,
2016-02-12,26.4,28.19,26.1,28.12,6491299.0,0.0,1.0,25.371563902635,27.09183281876,25.083250676468,27.024559732655,6491299.0,2.09,1.2600000000000016,0.8299999999999983,2.09,1.1333949999999997,1.2553252499999998,0.0,0.0,0.0,0.0,,,2016-02-12,,,,,,,,,,,,,,,,,
2016-02-16,28.34,29.58,28.02,29.5,6435301.0,0.0,1.0,27.235989431844,28.427684099998,26.928455323933,28.35080057302,6435301.0,1.5599999999999987,1.4599999999999973,0.10000000000000142,1.5599999999999987,1.1088949999999997,1.1547252499999998,1.0,1.0,0.0,1.0,,,2016-02-16,,,,,,,,,,,,,,,,,
2016-02-17,29.8,30.33,29.69,30.05,5115135.0,0.0,1.0,28.639113799186,29.148467165413,28.533398949592,28.879374820991,5115135.0,0.639999999999997,0.8299999999999983,0.19000000000000128,0.8299999999999983,1.0648949999999995,1.0949502499999997,1.0,1.0,0.0,1.0,0.0,1.0,2016-02-17,29.5,30.05,29.5,30.05,28.34527475,1.0,1.1547252499999998,1.0,86.6006870465507,1.6145890805289147,0.8660068704655071,87.34926925661411,0.01864406779661021,8.659318801697489e-05,1.0,1.0,1.0
2016-02-18,29.69,30.91,29.58,30.75,6287866.0,0.0,1.0,28.533398949592,29.705872736002,28.427684099998,29.552105682046,6287866.0,1.3300000000000018,0.8599999999999994,0.4700000000000024,1.3300000000000018,1.0573949999999999,1.0781502499999998,1.0,1.0,0.0,1.0,0.0,1.0,2016-02-18,30.05,30.75,30.05,30.75,28.95504975,1.0,1.0949502499999997,1.0,87.34926925661411,2.034758352067548,0.0,89.38402760868165,0.02329450915141429,8.734164002818197e-05,1.0,1.0,1.0
2016-02-19,29.8,30.27,29.35,29.95,8593182.0,0.0,1.0,28.639113799186,29.09080452018,28.206643959937,28.783270412269,8593182.0,0.9199999999999982,0.4800000000000004,1.3999999999999986,1.3999999999999986,1.0658949999999998,1.0745252499999998,0.0,0.0,0.0,0.0,0.0,3.0,2016-02-19,30.75,29.95,30.65472525,29.95,29.67184975,1.0,1.0781502499999998,1.0,262.58540170178304,-6.0366081036932355,0.8660068704655071,255.6827867276243,-0.02298912302272227,0.00026251646870939364,1.0,1.0,1.0
2016-02-22,30.04,31.2,30.035,30.73,5458531.0,0.0,1.0,28.869764380119,29.984575521296,28.864959159683,29.532884800302,5458531.0,1.1649999999999991,1.25,0.08500000000000085,1.25,1.0818949999999998,1.0751002499999998,0.0,0.0,0.0,0.0,0.0,3.0,2016-02-22,29.95,30.73,29.95,30.73,28.87547475,1.0,1.0745252499999998,1.0,255.6827867276243,6.658850539150167,0.0,262.34163726677446,0.02604340567612695,0.0002556174297508494,1.0,1.0,1.0
2016-02-23,30.97,31.45,30.67,30.92,5147530.0,0.0,1.0,29.763535381235,30.224836543101,29.475222155068,29.715483176874,5147530.0,0.7799999999999976,0.7199999999999989,0.05999999999999872,0.7799999999999976,1.0951449999999996,1.0668002499999996,1.0,1.0,0.0,1.0,0.0,3.0,2016-02-23,30.73,30.92,30.73,30.92,29.654899750000002,1.0,1.0751002499999998,1.0,262.34163726677446,1.6220276954340298,0.0,263.9636649622085,0.006182883176049536,0.0002622728321825691,1.0,1.0,1.0
2016-02-24,30.27,31.59,29.39,31.47,8060863.0,0.0,1.0,29.09080452018,30.359382715312,28.245085723426,30.244057424845,8060863.0,2.1999999999999993,0.6699999999999982,1.5300000000000011,2.1999999999999993,1.1496499999999996,1.1503877499999997,1.0,1.0,0.0,1.0,0.0,3.0,2016-02-24,30.92,31.47,30.92,31.47,29.85319975,1.0,1.0668002499999996,1.0,263.9636649622085,4.69534332888793,0.0,268.6590082910964,0.017787839586028475,0.0002638940065330825,1.0,1.0,1.0
2016-02-25,32.2,32.46,30.48,32.24,10171544.0,0.0,1.0,30.945619608517,31.195491071194,29.292623778496,30.984061372005,10171544.0,1.9800000000000004,0.990000000000002,0.9899999999999984,1.9800000000000004,1.1871499999999995,1.1911674999999997,1.0,1.0,0.0,1.0,0.0,4.0,2016-02-25,31.47,32.24,31.232087875,32.24,30.31961225,1.0,1.1503877499999997,1.0,355.25969533764714,11.464829245093188,0.8660068704655071,365.8585177122748,0.03227168574300765,0.00035513353070772374,1.0,1.0,1.0
2016-02-26,32.12,32.66,31.38,32.45,6963490.0,0.0,1.0,30.868736081539,31.387699888638,30.157563456995,31.185880630322,6963490.0,1.2799999999999976,0.4199999999999946,0.860000000000003,1.2799999999999976,1.2181499999999994,1.1917924999999994,1.0,1.0,0.0,1.0,0.0,5.0,2016-02-26,32.24,32.45,31.8094505,32.45,31.048832500000003,1.0,1.1911674999999997,1.0,452.45920475882554,9.111207921641556,0.8660068704655071,460.70440581000156,0.020137081588379013,0.0004522545780121096,1.0,1.0,1.0
2016-02-29,32.5,32.83,32.07,32.39,4288652.0,0.0,1.0,31.233932834683,31.551077383466,30.820683877178,31.128217985089,4288652.0,0.759999999999998,0.37999999999999545,0.38000000000000256,0.759999999999998,1.1976499999999992,1.1952424999999993,0.0,0.0,0.0,0.0,0.0,6.0,2016-02-29,32.45,32.39,32.386813125,32.39,31.258207500000005,1.0,1.1917924999999994,1.0,547.3050928565523,0.05385503387026843,0.8660068704655071,546.492941019957,9.840038869213252e-05,0.0005470057138435441,1.0,1.0,1.0
2016-03-01,32.75,33.07,32.34,33.04,4930165.0,0.0,1.0,31.474193856488,31.781727964399,31.080165780728,31.752896641782,4930165.0,0.7299999999999969,0.6799999999999997,0.04999999999999716,0.7299999999999969,1.1821499999999991,1.1742674999999991,1.0,1.0,0.0,1.0,0.0,6.0,2016-03-01,32.39,33.04,32.39,33.04,31.1947575,1.0,1.1952424999999993,1.0,546.492941019957,10.96697782225902,0.0,557.459918842216,0.020067922198209187,0.0005461944496088215,1.0,1.0,1.0
2016-03-02,33.06,33.24,32.44,33.1,4216029.0,0.0,1.0,31.772117523527,31.945105459226,31.17627018945,31.810559287016,4216029.0,0.8000000000000043,0.20000000000000284,0.6000000000000014,0.8000000000000043,1.1861499999999994,1.1630424999999993,1.0,1.0,0.0,1.0,0.0,6.0,2016-03-02,33.04,33.1,33.04,33.1,31.8657325,1.0,1.1742674999999991,1.0,557.459918842216,1.0123364143623572,0.0,558.4722552565784,0.0018159806295399148,0.0005571493304216961,1.0,1.0,1.0
2016-03-03,33.27,33.56,32.71,33.52,4367130.0,0.0,1.0,31.973936781843,32.252639567137,31.435752092999,32.214197803648,4367130.0,0.8500000000000014,0.46000000000000085,0.39000000000000057,0.8500000000000014,1.1816499999999996,1.1693424999999995,1.0,1.0,0.0,1.0,0.0,6.0,2016-03-03,33.1,33.52,33.1,33.52,31.936957500000002,1.0,1.1630424999999993,1.0,558.4722552565784,7.086354900536622,0.0,565.558610157115,0.012688821752265822,0.0005581605380820804,1.0,1.0,1.0
2016-03-04,33.36,33.965,33.18,33.57,4105659.0,0.0,1.0,32.060430749693,32.641862422462,31.887442813993,32.262250008009,4105659.0,0.7850000000000037,0.4450000000000003,0.3400000000000034,0.7850000000000037,1.1693999999999998,1.1618175,1.0,1.0,0.0,1.0,0.0,6.0,2016-03-04,33.52,33.57,33.52,33.57,32.350657500000004,1.0,1.1693424999999995,1.0,565.558610157115,0.8436136786352303,0.0,566.4022238357503,0.00149164677804281,0.0005652389344109629,1.0,1.0,1.0
2016-03-07,33.39,34.6,33.25,34.35,3869684.0,0.0,1.0,32.08926207231,33.252125417847,31.954715900099,33.011864396042,3869684.0,1.3500000000000014,1.0300000000000011,0.3200000000000003,1.3500000000000014,1.1926499999999998,1.1784299999999999,1.0,1.0,0.0,1.0,0.0,6.0,2016-03-07,33.57,34.35,33.57,34.35,32.4081825,1.0,1.1618175,1.0,566.4022238357503,13.16037338671096,0.0,579.5625972224612,0.02323503127792681,0.0005660815939620578,1.0,1.0,1.0
