Date,High,Low,Open,Close,Volume,Adj Close,Year,Series,Ticker
2014-09-16,468.17401123046875,452.4219970703125,465.864013671875,457.3340148925781,21056800,457.3340148925781,2014,-0.018310061582272996,BTC-USD
2014-09-17,456.8599853515625,413.10400390625,456.8599853515625,424.44000244140625,34483200,424.44000244140625,2014,-0.07192557601231186,BTC-USD
2014-09-18,427.8349914550781,384.5320129394531,424.1029968261719,394.7959899902344,37919700,394.7959899902344,2014,-0.06984264508683824,BTC-USD
2014-09-19,423.2959899902344,389.88299560546875,394.6730041503906,408.90399169921875,36863600,408.90399169921875,2014,0.03573491642945337,BTC-USD
2014-09-20,412.4259948730469,393.1809997558594,408.0849914550781,398.8210144042969,26580100,398.8210144042969,2014,-0.02465854454739269,BTC-USD
2014-09-21,406.9159851074219,397.1300048828125,399.1000061035156,402.1520080566406,24127600,402.1520080566406,2014,0.008352101649706567,BTC-USD
2014-09-22,441.5570068359375,396.1969909667969,402.0920104980469,435.7909851074219,45099500,435.7909851074219,2014,0.08364741783421215,BTC-USD
2014-09-23,436.11199951171875,421.1319885253906,435.7510070800781,423.2049865722656,30627700,423.2049865722656,2014,-0.028880814347395978,BTC-USD
2014-09-24,423.5199890136719,409.4679870605469,423.156005859375,411.5740051269531,26814400,411.5740051269531,2014,-0.027483091679796234,BTC-USD
2014-09-25,414.93798828125,400.0090026855469,411.4289855957031,404.42498779296875,21460800,404.42498779296875,2014,-0.017369943788794973,BTC-USD
2014-09-26,406.62298583984375,397.37200927734375,403.5559997558594,399.5199890136719,15029300,399.5199890136719,2014,-0.012128327693262664,BTC-USD
2014-09-27,401.0169982910156,374.3320007324219,399.47100830078125,377.1809997558594,23613300,377.1809997558594,2014,-0.055914572166871124,BTC-USD
2014-09-28,385.21099853515625,372.239990234375,376.9280090332031,375.4670104980469,32497700,375.4670104980469,2014,-0.00454420890480145,BTC-USD
2014-09-29,390.97698974609375,373.4429931640625,376.0880126953125,386.9440002441406,34707300,386.9440002441406,2014,0.030567238732558177,BTC-USD
2014-09-30,391.3789978027344,380.7799987792969,387.427001953125,383.614990234375,26229400,383.614990234375,2014,-0.008603337970520819,BTC-USD
2014-10-01,385.49700927734375,372.9460144042969,383.9880065917969,375.0719909667969,21777700,375.0719909667969,2014,-0.0222697222086099,BTC-USD
2014-10-02,377.69500732421875,357.8590087890625,375.1809997558594,359.5119934082031,30901200,359.5119934082031,2014,-0.04148536263261304,BTC-USD
2014-10-03,364.48699951171875,325.885986328125,359.8919982910156,328.8659973144531,47236500,328.8659973144531,2014,-0.08524332054467354,BTC-USD
2014-10-04,341.8009948730469,289.2959899902344,328.9159851074219,320.510009765625,83308096,320.510009765625,2014,-0.025408487399317115,BTC-USD
2014-10-05,345.1340026855469,302.55999755859375,320.3890075683594,330.0790100097656,79011800,330.0790100097656,2014,0.02985554258083245,BTC-USD
2014-10-06,339.24700927734375,320.48199462890625,330.5840148925781,336.18701171875,49199900,336.18701171875,2014,0.018504665621736027,BTC-USD
2014-10-07,354.364013671875,327.18798828125,336.1159973144531,352.94000244140625,54736300,352.94000244140625,2014,0.04983235561959076,BTC-USD
2014-10-08,382.72601318359375,347.68701171875,352.74798583984375,365.0260009765625,83641104,365.0260009765625,2014,0.03424377642532228,BTC-USD
2014-10-09,375.0669860839844,352.9630126953125,364.68701171875,361.56201171875,43665700,361.56201171875,2014,-0.009489705523839986,BTC-USD
2014-10-10,367.1910095214844,355.95098876953125,361.36199951171875,362.29901123046875,13345200,362.29901123046875,2014,0.002038376510340001,BTC-USD
2014-10-11,379.4330139160156,356.1440124511719,362.6059875488281,378.54901123046875,17552800,378.54901123046875,2014,0.04485245473017008,BTC-USD
2014-10-12,397.22601318359375,368.8970031738281,377.9209899902344,390.41400146484375,35221400,390.41400146484375,2014,0.03134333965318792,BTC-USD
2014-10-13,411.697998046875,391.3240051269531,391.6919860839844,400.8699951171875,38491500,400.8699951171875,2014,0.026781810112118443,BTC-USD
2014-10-14,402.22698974609375,388.7659912109375,400.9549865722656,394.77301025390625,25267100,394.77301025390625,2014,-0.015209381938149025,BTC-USD
2014-10-15,398.8070068359375,373.07000732421875,394.51800537109375,382.5559997558594,26990000,382.5559997558594,2014,-0.030946924386216934,BTC-USD
2014-10-16,385.4779968261719,375.3890075683594,382.7560119628906,383.75799560546875,13600700,383.75799560546875,2014,0.0031420128043384565,BTC-USD
2014-10-17,395.1579895019531,378.97100830078125,383.97601318359375,391.4419860839844,11416800,391.4419860839844,2014,0.02002301076852442,BTC-USD
2014-10-18,393.9389953613281,386.4570007324219,391.2539978027344,389.5459899902344,5914570,389.5459899902344,2014,-0.004843619645193642,BTC-USD
2014-10-19,390.0840148925781,378.25201416015625,389.2309875488281,382.8450012207031,16419000,382.8450012207031,2014,-0.01720204787552615,BTC-USD
2014-10-20,392.64599609375,380.8340148925781,382.4209899902344,386.4750061035156,14188900,386.4750061035156,2014,0.009481656731152865,BTC-USD
2014-10-21,388.57598876953125,382.2489929199219,386.1180114746094,383.1579895019531,11641300,383.1579895019531,2014,-0.00858274545359361,BTC-USD
2014-10-22,385.0480041503906,356.4469909667969,382.9620056152344,358.4169921875,26456900,358.4169921875,2014,-0.06457126822962156,BTC-USD
2014-10-23,364.3450012207031,353.30499267578125,358.59100341796875,358.3450012207031,15585700,358.3450012207031,2014,-0.0002008581299606238,BTC-USD
2014-10-24,359.8609924316406,342.87701416015625,358.6109924316406,347.27099609375,18127500,347.27099609375,2014,-0.03090319409850706,BTC-USD
2014-10-25,359.22100830078125,343.9309997558594,347.48699951171875,354.7040100097656,11272500,354.7040100097656,2014,0.02140407347467921,BTC-USD
2014-10-27,358.6319885253906,349.8089904785156,354.7770080566406,352.989013671875,13033000,352.989013671875,2014,-0.004835006905739236,BTC-USD
2014-10-28,359.9840087890625,352.6789855957031,353.2149963378906,357.6180114746094,7845880,357.6180114746094,2014,0.013113716357861849,BTC-USD
2014-10-29,357.8330078125,335.3429870605469,357.0889892578125,335.59100341796875,18192700,335.59100341796875,2014,-0.061593676352636795,BTC-USD
2014-10-30,350.9129943847656,335.0719909667969,335.7090148925781,345.30499267578125,30177900,345.30499267578125,2014,0.02894591678226255,BTC-USD
2014-10-31,348.0450134277344,337.1419982910156,345.0090026855469,338.3210144042969,12545400,338.3210144042969,2014,-0.020225535163465924,BTC-USD
2014-11-01,340.52899169921875,321.05499267578125,338.6499938964844,325.7489929199219,16677200,325.7489929199219,2014,-0.037160037210550945,BTC-USD
2014-11-02,329.04998779296875,320.6260070800781,326.07501220703125,325.8919982910156,8603620,325.8919982910156,2014,0.00043900479879277476,BTC-USD
2014-11-03,334.00201416015625,325.4809875488281,325.5690002441406,327.5539855957031,12948500,327.5539855957031,2014,0.005099810100901436,BTC-USD
2014-11-04,331.7669982910156,325.0769958496094,327.1610107421875,330.49200439453125,15655500,330.49200439453125,2014,0.008969571209719529,BTC-USD
2014-11-05,343.3689880371094,330.6830139160156,330.6830139160156,339.4859924316406,19817200,339.4859924316406,2014,0.02721393533736638,BTC-USD
2014-11-06,352.96600341796875,338.42401123046875,339.4580078125,349.2900085449219,18797000,349.2900085449219,2014,0.02887900040604885,BTC-USD
2014-11-07,352.73199462890625,341.7760009765625,349.8179931640625,342.4150085449219,16834200,342.4150085449219,2014,-0.019682784596788183,BTC-USD
2014-11-08,347.0320129394531,342.15399169921875,342.15399169921875,345.4880065917969,8535470,345.4880065917969,2014,0.008974484091493373,BTC-USD
2014-11-09,363.6260070800781,344.2550048828125,345.3760070800781,363.2640075683594,24205600,363.2640075683594,2014,0.0514518612438124,BTC-USD
2014-11-10,374.8160095214844,357.5610046386719,362.2650146484375,366.92401123046875,30450100,366.92401123046875,2014,0.010075326995947043,BTC-USD
2014-11-11,371.30999755859375,363.7349853515625,365.85699462890625,367.69500732421875,15838900,367.69500732421875,2014,0.0021012418652148757,BTC-USD
2014-11-12,429.7179870605469,367.9849853515625,367.9849853515625,423.5610046386719,45783200,423.5610046386719,2014,0.1519356972535466,BTC-USD
2014-11-13,457.0929870605469,401.12298583984375,427.27301025390625,420.7349853515625,58945000,420.7349853515625,2014,-0.00667204784236497,BTC-USD
2014-11-14,419.25201416015625,384.78900146484375,418.4169921875,397.8179931640625,29589200,397.8179931640625,2014,-0.05446894835320326,BTC-USD
2014-11-15,405.52801513671875,371.00799560546875,399.6499938964844,376.13299560546875,15727500,376.13299560546875,2014,-0.054509846038187426,BTC-USD
2014-11-16,390.79901123046875,374.60198974609375,374.7300109863281,387.8819885253906,11905600,387.8819885253906,2014,0.03123627295980591,BTC-USD
2014-11-17,410.1990051269531,377.50201416015625,388.3489990234375,387.4079895019531,41518800,387.4079895019531,2014,-0.0012220186486088247,BTC-USD
2014-11-18,392.4020080566406,371.11700439453125,387.7850036621094,375.197998046875,32222500,375.197998046875,2014,-0.031517139000605376,BTC-USD
2014-11-19,386.4809875488281,373.89599609375,373.89599609375,380.55499267578125,18931800,380.55499267578125,2014,0.01427778041672001,BTC-USD
2014-11-20,382.0249938964844,356.781005859375,380.3070068359375,357.8399963378906,25233200,357.8399963378906,2014,-0.059689129758029424,BTC-USD
2014-11-21,357.8789978027344,344.11199951171875,357.8789978027344,350.8479919433594,29850100,350.8479919433594,2014,-0.019539471456759827,BTC-USD
2014-11-22,364.84100341796875,350.87799072265625,351.60400390625,352.9200134277344,15273000,352.9200134277344,2014,0.005905752724699953,BTC-USD
2014-11-23,370.8450012207031,353.17498779296875,353.17498779296875,367.572998046875,15151600,367.572998046875,2014,0.04151927933138033,BTC-USD
2014-11-24,387.2090148925781,366.66900634765625,366.947998046875,376.9010009765625,30930100,376.9010009765625,2014,0.02537728010287066,BTC-USD
2014-11-25,394.70098876953125,374.78399658203125,376.885986328125,375.3479919433594,25442200,375.3479919433594,2014,-0.004120469378375846,BTC-USD
