,2009,2010,2011,2012,2013,2014,2015,2016,TradeSharpe,Own
0,0.35470904206803566,0.13656734638273427,-0.03605585707139147,0.03817687018790061,0.19270017698500108,0.1409691825338335,0.05453203753759284,0.028024162502275463,0.2342119957247049,2.0579489778678832
1,0.1090276610178843,0.12511637985152924,0.08601104412603,0.17082007144667233,-0.01739826883306117,0.14383247076634464,-0.0400093354236879,0.19296582895142933,0.27991823672895744,-0.15888722927557886
2,0.0,0.0,0.0,0.0,0.15535831745916862,0.18787721224121445,-0.02233128040526111,-0.013602367811144656,0.13940398993071196,0.9063211845102508
3,0.25677067329646364,0.1942055610097363,-0.05796754967474116,0.06543286805823323,0.2069605343622012,-0.042336036688067735,0.02681612580672387,0.024285728252012917,0.18911635903819196,2.3676863676863675
4,0.09497921607928039,-0.04942599806973147,0.13653999729562005,-0.10641942983422581,0.04256379808899846,0.1711364912399207,0.07696296193342522,0.008555472239482942,0.11155926046561114,1.0935319630397888
5,-0.14380285922269398,0.053306575455905225,-0.002374763681898928,-0.34367187527132403,0.03090093858525511,0.1066617339003163,0.3401719522653921,0.10081882734414316,0.025830934362780222,3.5296052631578956
6,0.16538933410240708,-0.15984896102268664,0.15442410487386005,0.08022184490868278,0.13190504581847073,0.25889846475933465,0.03303615736783383,-0.01738725157948485,0.1208809783153007,3.4165942658557773
7,0.0,0.0,0.0,0.10416081657724052,0.030754274031060014,0.5292695635363227,0.044655959295118564,0.1712714039238229,0.338703216105772,0.09522567179754748
8,-0.14944641299314665,-0.04386944105195523,0.30445643839996905,0.3429256946919427,0.22773945356094216,0.054685088070809185,-0.11661986178183592,-0.055500612586346865,0.10752353354525752,3.883128295254833
9,0.6253820384196532,0.22719976240914674,0.13375759038250012,0.02549652150455628,0.03922268699143616,0.09985050119706484,-0.06848839572782806,0.05071750407767217,0.19367373047321385,0.4166666666666665
10,0.18684798753792375,0.001960735987344475,0.26300075959418745,0.27891693676205154,0.10697957938984681,0.3414158924456504,-0.11532771807798214,-0.07719699717888484,0.18850443030598238,3.052703162189731
11,0.08619776407164806,0.2978960965914138,0.14035943974101228,0.10903283534813912,0.13606802645727079,-0.014293660389723677,0.15961082008184635,0.008772116990542922,0.1882977279381987,0.578867761452031
12,-0.27227694087719956,0.23973366994144418,0.28034721456919554,0.08267598521670172,-0.0638749467242622,-0.07743638552693155,0.2466113531114804,0.03457927461204269,0.08099378956115803,2.310543278084715
13,0.6835596286721181,0.1760971018159122,0.19048684131397597,0.03602837307886164,0.09760090994698967,-0.039433991940797,0.23437464755251425,0.16531006845388918,0.2602761721571415,1.9636699507389168
14,0.2406709585225807,0.08760705867663987,-0.04456926507316994,0.0979299744647446,0.0633994463576596,0.11256424729918602,0.04309929946097979,-0.03029117685499194,0.21814291072212988,1.086337760910816
15,-0.012126661990375265,0.10739611281302675,0.11759154655134363,0.003664929863389732,0.20118922492574043,0.02184018017217859,0.02702814178896329,0.11325055894598424,0.14304795163188344,1.809084055785903
16,0.24632866058389835,0.18999802334944393,-0.007766586038124523,0.10592246694893115,0.14435919158219124,-0.056500332616518434,0.7944971750219465,0.011279765211663517,0.21844394572037978,2.51660516605166
17,-0.04392430462985819,0.2069522634250931,0.4820664230367352,0.4925524134516419,0.38449646633177564,0.1133368312086539,0.22145315868843174,0.27473929601847913,0.30844684783123755,2.266200762388818
18,0.5210399120526598,0.24913088382239335,0.4224776478542963,0.1574354647514068,0.08599305335385743,0.31657975024048424,0.4251688133681941,-0.027869282269632034,0.3634480053870074,-0.1395540875309661
19,0.20739162584230275,-0.034193328539590784,0.11251595997152952,-0.029912533207689718,0.378362794415375,0.28394063635682654,0.16383840810393702,0.1458605557020325,0.26390597858208015,8.620532319391636
20,-0.07144556713954608,0.17740611875746692,0.2281747967062977,0.3326210285002068,-0.006176131079772329,-0.23248088014626078,-0.2386008417732951,0.06741470371064928,0.044636006132158665,2.69969554386936
21,0.0,0.0,0.0,0.0,-0.005743302154266772,0.20592462805965606,0.07881834282563205,0.11428494379783771,0.3274048971577317,0.48061855670103104
22,0.879300773113418,0.3344382891536104,-0.05856806822644245,0.25767621504686,0.38514615198931434,0.09184680411157564,0.12260965043822336,0.00568960892313386,0.36182659194281613,3.620588235294117
23,0.21418440314700926,0.06277100020858317,0.15311809013283528,0.03801472936699468,0.06855235275811533,0.25266401860487264,0.010112176844209841,0.02355031758954529,0.2680029993830893,1.0778713168971739
24,0.17060778602989013,0.14798357185413524,0.27764646005309757,0.0488973421521247,0.22744690012855429,1.0134971421806642,0.19542999558029794,0.013947303872610449,0.2280832104364485,1.5152495954188971
25,0.0,0.0,0.0,0.0,0.0,-0.011770175780506764,0.15523759191002762,-0.030898861894036567,0.060039509583924885,0.4053826594563621
26,0.04826262473380738,0.04283174513099908,0.2277080663719271,0.10127023981151617,0.10165994015169488,0.17576542862069033,0.09326468126090426,0.0,0.19321847852486984,2.1555555555555554
27,0.13684290119657472,-0.006218577771661349,0.05715464463470399,0.2617623496470747,0.11469887459692141,0.061472074362016293,0.23469083529047197,-0.0201180172235762,0.30990059207371445,3.390789473684211
28,0.4456067650694824,0.2146568662217041,0.2723380150742424,0.09295784884823122,0.0034994296528252367,0.22790797887980496,0.6961133108562738,0.14294085296942738,0.39746402296009065,13.187637969094924
